5832,"GMI","App1-16","SWE","App1","56.3333","15.9667","Magnus Nordborg","2000-06-13 0:00:00","CS76669","south_sweden","","red_circle"
5836,"GMI","Boo2-3","SWE","Boo2","55.86","13.51","Magnus Nordborg","2000-05-14 0:00:00","CS77906","south_sweden","","red_circle"
5837,"Salk","Bor-1","CZE","Bor","49.4013","16.2326","Jirina Relichov","2000-05-31 0:00:00","CS76453","central_europe","","ylw_circle"
5856,"GMI","Dör-10","SWE","Dör","63.0167","17.4914","Magnus Nordborg","2000-06-25 0:00:00","CS76806","north_sweden","","orange_circle"
5860,"GMI","Dra-3","SWE","Dravla","62.6814","18.0165","Magnus Nordborg","2000-06-25 0:00:00","CS77913","north_sweden","","orange_circle"
5865,"GMI","Dra1-4","SWE","Dra1","55.76","14.12","Magnus Nordborg","2000-06-01 0:00:00","CS76809","south_sweden","","red_circle"
5867,"GMI","Dra2-1","SWE","Dra2","55.76","14.12","Magnus Nordborg","2000-06-01 0:00:00","CS76810","south_sweden","","red_circle"
5874,"Monsanto","DraII-6","CZE","DraII","49.4112","16.2815","Jirina Relichov","2000-05-31 0:00:00","CS76814","central_europe","","ylw_circle"
5890,"Monsanto","DraIV 1-8","CZE","DraIV 1","49.4112","16.2815","Jirina Relichov","2004-01-01 0:00:00","CS76817","central_europe","","ylw_circle"
5893,"Monsanto","DraIV 1-11","CZE","DraIV 1","49.4112","16.2815","Jirina Relichov","2004-01-01 0:00:00","CS76816","central_europe","","ylw_circle"
5907,"Monsanto","DraIV 2-9","CZE","DraIV 2","49.4112","16.2815","Jirina Relichov","2004-01-01 0:00:00","CS76818","central_europe","","ylw_circle"
5921,"Monsanto","DraIV 3-7","CZE","DraIV 3","49.4112","16.2815","Jirina Relichov","2004-01-01 0:00:00","CS76819","central_europe","","ylw_circle"
5950,"Monsanto","DraIV 5-12","CZE","DraIV 5","49.4112","16.2815","Jirina Relichov","2004-01-01 0:00:00","CS76820","central_europe","","ylw_circle"
5984,"Monsanto","DraIV 6-13","CZE","DraIV 6","49.4112","16.2815","Jirina Relichov","2004-01-01 0:00:00","CS76822","central_europe","","ylw_circle"
5993,"Monsanto","DraIV 6-22","CZE","DraIV 6","49.4112","16.2815","Jirina Relichov","2004-01-01 0:00:00","CS76823","central_europe","","ylw_circle"
6008,"Salk","Duk","CZE","Duk","49.1","16.2","Jirina Relichov","2000-05-31 0:00:00","CS76824","central_europe","","ylw_circle"
6009,"GMI","Eden-1","SWE","Eden","62.877","18.177","Magnus Nordborg","2000-06-25 0:00:00","CS76826","north_sweden","","orange_circle"
6010,"GMI","Eden-5","SWE","Eden","62.877","18.177","Magnus Nordborg","2000-06-25 0:00:00","CS78000","north_sweden","","orange_circle"
6011,"GMI","Eden-6","SWE","Eden","62.877","18.177","Magnus Nordborg","2000-06-25 0:00:00","CS76828","north_sweden","","orange_circle"
6012,"GMI","Eden-7","SWE","Eden","62.877","18.177","Magnus Nordborg","2000-06-25 0:00:00","CS76829","north_sweden","","orange_circle"
6013,"GMI","Eden-9","SWE","Eden","62.877","18.177","Magnus Nordborg","2000-06-25 0:00:00","CS76830","north_sweden","","orange_circle"
6016,"GMI","Eds-1","SWE","Eds","62.9","18.4","Magnus Nordborg","2000-06-25 0:00:00","CS76834","north_sweden","","orange_circle"
6017,"GMI","Eds-9","SWE","Eds","62.9","18.4","Magnus Nordborg","2000-06-25 0:00:00","CS76835","north_sweden","","orange_circle"
6019,"GMI","Fjä1-2","SWE","Fjä1","56.06","14.29","Magnus Nordborg","2000-05-14 0:00:00","CS76860","south_sweden","","red_circle"
6020,"GMI","Fjä1-5","SWE","Fjä1","56.06","14.29","Magnus Nordborg","2000-05-14 0:00:00","CS76861","south_sweden","","red_circle"
6021,"GMI","Fjä2-4","SWE","Fjä2","56.06","14.29","Magnus Nordborg","2000-05-14 0:00:00","CS76862","south_sweden","","red_circle"
6022,"GMI","Fjä2-6","SWE","Fjä2","56.06","14.29","Magnus Nordborg","2000-05-14 0:00:00","CS78009","south_sweden","","red_circle"
6023,"GMI","Fly2-1","SWE","Fly2","55.7509","13.3712","Magnus Nordborg","1998-06-01 0:00:00","CS76863","south_sweden","","red_circle"
6024,"GMI","Fly2-2","SWE","Fly2","55.7509","13.3712","Magnus Nordborg","1999-05-16 0:00:00","CS76864","south_sweden","","red_circle"
6025,"GMI","Gro-3","SWE","Gro","62.6437","17.7339","Magnus Nordborg","2000-06-25 0:00:00","CS76889","north_sweden","","orange_circle"
6030,"GMI","Grön-5","SWE","Grön","62.806","18.1896","Magnus Nordborg","2000-06-25 0:00:00","CS76893","north_sweden","","orange_circle"
